,FS_Method,N_Features,ML_Model,CV_RMSE_dev,Holdout_RMSE,Holdout_MAE,Holdout_R2,Best_Params,Features,Time_sec
79,Lasso_NonZero,33,CatBoost,0.8287,0.895,0.7548,-0.0089,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 5, 'model__iterations': 50, 'model__depth': 6}","sum_weighted_score, humility_challenging, grind_capacity, score_velocity, boldness_score, hard_challenge_efficiency, impulsive_help_ratio, delayed_gratification_hint, tuas_dominance, star_efficiency, hesitation_penalty, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, inter_hint_x_skip, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Psych_Flow_Stamina, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Adaptability_Log, ratio_struggle_time, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",9.7
80,MutualInfo_p70,24,SVR_RBF,0.8287,0.895,0.753,-0.009,"{'model__gamma': 0.01, 'model__epsilon': 0.01, 'model__C': 0.1}","humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, star_efficiency, hint_dependency_gravity, frustration_breakdown_ratio, adaptive_learning_capacity, time_diff_end_vs_start, ratio_hint_time, ratio_redo_success, PCA_Hints, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Impulsive_Quit, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.9
81,RF_Importance_med,40,Lasso,0.8378,0.8951,0.7551,-0.0092,{'model__alpha': 0.01},"sum_weighted_score, struggle_ratio, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, impulsive_help_ratio, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.6
82,Spearman_gt0.20,7,RandomForest,0.8311,0.8958,0.7524,-0.0108,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",6.3
83,RFE_Ridge_Top20,20,HuberRegressor,0.8384,0.8959,0.757,-0.0111,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","humility_challenging, boldness_score, hard_challenge_efficiency, apathy_speed, delayed_gratification_hint, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, ratio_redo_success, PCA_Duration, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, PCA_Performance_Star, inter_exploratory_brilliance, inter_obsessive_correction, Mutant_Omega_Curiosity",0.9
84,Spearman_gt0.20,7,MLP_Regressor,0.8363,0.8959,0.7542,-0.011,"{'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (128,), 'model__alpha': 0.001, 'model__activation': 'relu'}","sum_weighted_score, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",10.6
85,RF_Importance_p80,16,HuberRegressor,0.841,0.8961,0.7523,-0.0115,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","sum_weighted_score, score_velocity, contemplation_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, Psych_Flow_Stamina, ratio_struggle_time, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience",0.7
86,MutualInfo_p80,16,HuberRegressor,0.8369,0.8965,0.7492,-0.0125,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, ratio_redo_success, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.0
87,Kendall_gt0.10,15,HuberRegressor,0.8342,0.8968,0.7579,-0.0131,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.8
88,Spearman_gt0.15,15,HuberRegressor,0.8342,0.8968,0.7579,-0.0131,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.8
89,Pearson_gt0.20,6,MLP_Regressor,0.8324,0.8974,0.7586,-0.0144,"{'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (128,), 'model__alpha': 0.001, 'model__activation': 'tanh'}","sum_weighted_score, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",9.6
90,Pearson_gt0.15,11,SVR_Linear,0.8321,0.8986,0.7628,-0.0171,"{'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, score_velocity, impulsive_help_ratio, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Omega_Curiosity",1.5
91,RFE_Ridge_Top20,20,CatBoost,0.8274,0.8987,0.7546,-0.0174,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 1, 'model__iterations': 50, 'model__depth': 6}","humility_challenging, boldness_score, hard_challenge_efficiency, apathy_speed, delayed_gratification_hint, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, ratio_redo_success, PCA_Duration, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, PCA_Performance_Star, inter_exploratory_brilliance, inter_obsessive_correction, Mutant_Omega_Curiosity",6.8
92,MutualInfo_p70,24,HuberRegressor,0.8492,0.8993,0.7493,-0.0186,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, star_efficiency, hint_dependency_gravity, frustration_breakdown_ratio, adaptive_learning_capacity, time_diff_end_vs_start, ratio_hint_time, ratio_redo_success, PCA_Hints, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Impulsive_Quit, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.4
93,RF_Importance_p80,16,KNN_Regressor,0.8298,0.8995,0.741,-0.0191,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, score_velocity, contemplation_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, Psych_Flow_Stamina, ratio_struggle_time, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience",0.4
94,Pearson_gt0.15,11,HuberRegressor,0.8291,0.8995,0.7575,-0.0192,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","sum_weighted_score, score_velocity, impulsive_help_ratio, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Omega_Curiosity",2.2
95,Pearson_gt0.15,11,RandomForest,0.8319,0.8997,0.7593,-0.0195,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, score_velocity, impulsive_help_ratio, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Omega_Curiosity",16.3
96,Spearman_gt0.15,15,SVR_Linear,0.8369,0.9004,0.7484,-0.0212,"{'model__epsilon': 0.5, 'model__C': 10.0}","sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.7
97,Kendall_gt0.10,15,SVR_Linear,0.8369,0.9004,0.7484,-0.0212,"{'model__epsilon': 0.5, 'model__C': 10.0}","sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.6
98,RFE_Ridge_Top20,20,SVR_Linear,0.8423,0.9005,0.7607,-0.0214,"{'model__epsilon': 0.5, 'model__C': 1.0}","humility_challenging, boldness_score, hard_challenge_efficiency, apathy_speed, delayed_gratification_hint, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, ratio_redo_success, PCA_Duration, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, PCA_Performance_Star, inter_exploratory_brilliance, inter_obsessive_correction, Mutant_Omega_Curiosity",0.6
99,MutualInfo_p80,16,SVR_Linear,0.8349,0.9006,0.7534,-0.0215,"{'model__epsilon': 0.5, 'model__C': 1.0}","humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, ratio_redo_success, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.8
100,Lasso_NonZero,33,RandomForest,0.8331,0.9013,0.7615,-0.0233,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, humility_challenging, grind_capacity, score_velocity, boldness_score, hard_challenge_efficiency, impulsive_help_ratio, delayed_gratification_hint, tuas_dominance, star_efficiency, hesitation_penalty, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, inter_hint_x_skip, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Psych_Flow_Stamina, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Adaptability_Log, ratio_struggle_time, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",6.0
101,RF_Importance_med,40,SVR_Linear,0.8844,0.9023,0.7499,-0.0255,"{'model__epsilon': 0.5, 'model__C': 1.0}","sum_weighted_score, struggle_ratio, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, impulsive_help_ratio, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",1.4
102,Kendall_gt0.10,15,RandomForest,0.834,0.9026,0.7647,-0.0262,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",5.3
103,Spearman_gt0.15,15,RandomForest,0.834,0.9026,0.7647,-0.0262,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",5.2
104,RF_Importance_med,40,HuberRegressor,0.8705,0.9027,0.7489,-0.0263,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","sum_weighted_score, struggle_ratio, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, impulsive_help_ratio, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",2.8
105,MutualInfo_p80,16,RandomForest,0.8355,0.9032,0.7599,-0.0275,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, ratio_redo_success, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",5.2
106,Pearson_gt0.15,11,KNN_Regressor,0.8448,0.9043,0.7635,-0.03,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, score_velocity, impulsive_help_ratio, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Omega_Curiosity",1.6
107,RF_Importance_p80,16,SVR_Linear,0.843,0.9048,0.7596,-0.0312,"{'model__epsilon': 0.5, 'model__C': 1.0}","sum_weighted_score, score_velocity, contemplation_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, Psych_Flow_Stamina, ratio_struggle_time, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience",1.0
108,Pearson_gt0.20,6,XGBoost,0.8386,0.9055,0.7642,-0.0327,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",5.5
109,MutualInfo_p70,24,RandomForest,0.8335,0.9078,0.7658,-0.0379,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, star_efficiency, hint_dependency_gravity, frustration_breakdown_ratio, adaptive_learning_capacity, time_diff_end_vs_start, ratio_hint_time, ratio_redo_success, PCA_Hints, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Impulsive_Quit, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",5.0
110,MutualInfo_p70,24,SVR_Linear,0.8559,0.9093,0.7583,-0.0415,"{'model__epsilon': 0.5, 'model__C': 1.0}","humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, star_efficiency, hint_dependency_gravity, frustration_breakdown_ratio, adaptive_learning_capacity, time_diff_end_vs_start, ratio_hint_time, ratio_redo_success, PCA_Hints, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Impulsive_Quit, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.9
111,Spearman_gt0.15,15,XGBoost,0.863,0.9093,0.7734,-0.0416,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1.0}","sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",7.5
112,Pearson_gt0.20,6,KNN_Regressor,0.8434,0.9093,0.7704,-0.0416,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",0.3
113,Kendall_gt0.10,15,XGBoost,0.863,0.9093,0.7734,-0.0416,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1.0}","sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",7.5
114,Pearson_gt0.15,11,XGBoost,0.8524,0.9096,0.7647,-0.0422,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, score_velocity, impulsive_help_ratio, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Omega_Curiosity",7.2
115,RF_Importance_med,40,RandomForest,0.8343,0.9096,0.7639,-0.0421,"{'model__n_estimators': 100, 'model__min_samples_split': 2, 'model__max_features': 'log2', 'model__max_depth': 5}","sum_weighted_score, struggle_ratio, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, impulsive_help_ratio, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",6.1
116,RF_Importance_p80,16,RandomForest,0.8263,0.9097,0.761,-0.0423,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, score_velocity, contemplation_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, Psych_Flow_Stamina, ratio_struggle_time, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience",5.4
117,Spearman_gt0.20,7,XGBoost,0.849,0.9098,0.7656,-0.0425,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",4.1
118,Lasso_NonZero,33,XGBoost,0.8604,0.9138,0.771,-0.0518,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, humility_challenging, grind_capacity, score_velocity, boldness_score, hard_challenge_efficiency, impulsive_help_ratio, delayed_gratification_hint, tuas_dominance, star_efficiency, hesitation_penalty, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, inter_hint_x_skip, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Psych_Flow_Stamina, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Adaptability_Log, ratio_struggle_time, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",13.5
119,RFE_Ridge_Top20,20,XGBoost,0.8508,0.9138,0.7578,-0.0518,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","humility_challenging, boldness_score, hard_challenge_efficiency, apathy_speed, delayed_gratification_hint, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, ratio_redo_success, PCA_Duration, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, PCA_Performance_Star, inter_exploratory_brilliance, inter_obsessive_correction, Mutant_Omega_Curiosity",9.3
120,RFE_Ridge_Top20,20,RandomForest,0.8322,0.9145,0.7705,-0.0534,"{'model__n_estimators': 100, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","humility_challenging, boldness_score, hard_challenge_efficiency, apathy_speed, delayed_gratification_hint, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, ratio_redo_success, PCA_Duration, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, PCA_Performance_Star, inter_exploratory_brilliance, inter_obsessive_correction, Mutant_Omega_Curiosity",5.0
121,Kendall_gt0.15,2,KNN_Regressor,0.8368,0.9147,0.7653,-0.0538,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, inter_exploratory_brilliance",0.2
122,MutualInfo_p80,16,KNN_Regressor,0.8456,0.9181,0.7642,-0.0616,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, ratio_redo_success, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.8
123,Spearman_gt0.15,15,KNN_Regressor,0.8443,0.9184,0.7813,-0.0625,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.5
