,FS_Method,N_Features,ML_Model,CV_RMSE_dev,Holdout_RMSE,Holdout_MAE,Holdout_R2,Pearson_r,Pearson_p,Sig,Best_Params,Features,Time_sec
1,MutualInfo_p90,8,SVR_Linear,0.5351,0.4931,0.3985,0.0812,0.295,8.53008718572875e-05,***,"{'model__epsilon': 0.5, 'model__C': 1.0}","humility_challenging, struggle_ratio, grind_capacity, stubbornness_index, impulsive_help_ratio, hint_dependency_gravity, adaptive_learning_capacity, Psych_Calculated_Risk_Growth",0.4
2,Spearman_gt0.20,1,KNN_Regressor,0.5518,0.5037,0.4119,0.0412,0.2237,0.0031848258952466954,**,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}",sum_weighted_score,0.2
3,RF_Importance_p90,8,KNN_Regressor,0.5327,0.5084,0.4083,0.0231,0.2013,0.008098663427132344,**,"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 15}","score_velocity, contemplation_index, time_diff_end_vs_start, time_diff_max_vs_avg, PCA_Dur_x_PCA_Hints, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity",0.3
4,Spearman_gt0.30,5,MLP_Regressor,0.5333,0.5061,0.4083,0.032,0.1969,0.009643934825196624,**,"{'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (128,), 'model__alpha': 0.001, 'model__activation': 'tanh'}","sum_weighted_score, Feat_Ego_vs_Capacity, inter_exploratory_brilliance, Feat_Strategic_Growth, Psych_Calculated_Risk",7.0
5,Spearman_gt0.20,1,Lasso,0.527,0.5055,0.4112,0.0341,0.1964,0.009812293172542574,**,{'model__alpha': 0.001},sum_weighted_score,0.2
6,Spearman_gt0.20,1,PLSRegression,0.527,0.5055,0.4112,0.0341,0.1964,0.009812293172542574,**,{'model__n_components': 2},sum_weighted_score,0.1
7,Spearman_gt0.20,1,Ridge,0.5269,0.5056,0.4112,0.034,0.1964,0.009812293172542641,**,{'model__alpha': 10.0},sum_weighted_score,0.2
8,Spearman_gt0.20,1,ElasticNet,0.5269,0.5056,0.4112,0.034,0.1964,0.009812293172542574,**,"{'model__l1_ratio': 0.1, 'model__alpha': 0.01}",sum_weighted_score,0.2
9,Spearman_gt0.20,1,HuberRegressor,0.5269,0.5056,0.4113,0.0339,0.1964,0.009812293172542416,**,"{'model__epsilon': 1.35, 'model__alpha': 0.01}",sum_weighted_score,0.2
10,Spearman_gt0.20,1,SVR_Linear,0.5273,0.5065,0.4122,0.0303,0.1964,0.009812293172542386,**,"{'model__epsilon': 0.01, 'model__C': 10.0}",sum_weighted_score,0.2
11,Spearman_gt0.20,1,SVR_RBF,0.5269,0.5068,0.4124,0.0294,0.1963,0.009859667270062183,**,"{'model__gamma': 0.001, 'model__epsilon': 0.01, 'model__C': 10.0}",sum_weighted_score,0.6
12,Lasso_NonZero,28,CatBoost,0.5283,0.5071,0.4068,0.028,0.1839,0.01576366381283484,*,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 5, 'model__iterations': 50, 'model__depth': 6}","struggle_ratio, grind_capacity, score_velocity, hint_reading_duration, hint_reliance_ratio, tuas_dominance, keypad_dominance, hesitation_penalty, hint_dependency_gravity, calculated_risk_taking, stubborn_failure_magnitude, time_diff_max_vs_avg, ratio_hint_time, inter_hint_x_skip, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, ratio_struggle_time, ratio_score_per_hint, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",6.3
13,RF_Importance_p90,8,XGBoost,0.5398,0.5148,0.4105,-0.0015,0.181,0.017494381207336342,*,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","score_velocity, contemplation_index, time_diff_end_vs_start, time_diff_max_vs_avg, PCA_Dur_x_PCA_Hints, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity",4.6
14,MutualInfo_p70,24,CatBoost,0.5287,0.5072,0.4055,0.0278,0.1761,0.02083526281167625,*,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 1, 'model__iterations': 50, 'model__depth': 4}","humility_challenging, struggle_ratio, grind_capacity, boldness_score, engagement_persistence, stubbornness_index, impulsive_help_ratio, contemplation_index, star_efficiency, hint_dependency_gravity, frustration_breakdown_ratio, adaptive_learning_capacity, stubborn_failure_magnitude, time_diff_end_vs_start, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Ego_Death",4.8
15,Kendall_gt0.15,5,MLP_Regressor,0.5305,0.5083,0.4095,0.0236,0.1759,0.020972461456746982,*,"{'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (128,), 'model__alpha': 0.0001, 'model__activation': 'tanh'}","sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",6.7
16,Kendall_gt0.20,5,MLP_Regressor,0.5305,0.5083,0.4095,0.0236,0.1759,0.020972461456746982,*,"{'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (128,), 'model__alpha': 0.0001, 'model__activation': 'tanh'}","sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",6.9
17,Spearman_gt0.30,5,HuberRegressor,0.5285,0.5076,0.4102,0.0263,0.1751,0.02157949163971043,*,"{'model__epsilon': 1.35, 'model__alpha': 0.01}","sum_weighted_score, Feat_Ego_vs_Capacity, inter_exploratory_brilliance, Feat_Strategic_Growth, Psych_Calculated_Risk",0.3
18,Kendall_gt0.15,5,HuberRegressor,0.5285,0.5076,0.4102,0.0263,0.1751,0.02157949163971043,*,"{'model__epsilon': 1.35, 'model__alpha': 0.01}","sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",0.3
19,Kendall_gt0.20,5,HuberRegressor,0.5285,0.5076,0.4102,0.0263,0.1751,0.02157949163971043,*,"{'model__epsilon': 1.35, 'model__alpha': 0.01}","sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",0.2
20,RF_Importance_p90,8,CatBoost,0.5245,0.5078,0.4115,0.0254,0.1748,0.021802918072057507,*,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 5, 'model__iterations': 50, 'model__depth': 6}","score_velocity, contemplation_index, time_diff_end_vs_start, time_diff_max_vs_avg, PCA_Dur_x_PCA_Hints, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity",3.8
21,RF_Importance_p90,8,RandomForest,0.5246,0.5089,0.4089,0.0213,0.172,0.02403594928423358,*,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","score_velocity, contemplation_index, time_diff_end_vs_start, time_diff_max_vs_avg, PCA_Dur_x_PCA_Hints, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity",4.5
22,Spearman_gt0.30,5,PLSRegression,0.5271,0.5084,0.4104,0.023,0.1691,0.02660840771192891,*,{'model__n_components': 2},"sum_weighted_score, Feat_Ego_vs_Capacity, inter_exploratory_brilliance, Feat_Strategic_Growth, Psych_Calculated_Risk",0.2
23,Kendall_gt0.15,5,PLSRegression,0.5271,0.5084,0.4104,0.023,0.1691,0.02660840771192864,*,{'model__n_components': 2},"sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",0.1
24,Kendall_gt0.20,5,PLSRegression,0.5271,0.5084,0.4104,0.023,0.1691,0.02660840771192864,*,{'model__n_components': 2},"sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",0.1
25,Spearman_gt0.20,1,MLP_Regressor,0.5262,0.5087,0.4145,0.0218,0.1658,0.029761359217624486,*,"{'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (128,), 'model__alpha': 0.0001, 'model__activation': 'tanh'}",sum_weighted_score,3.8
26,Spearman_gt0.30,5,ElasticNet,0.5278,0.5087,0.4106,0.0218,0.1656,0.029935627083532926,*,"{'model__l1_ratio': 0.1, 'model__alpha': 0.01}","sum_weighted_score, Feat_Ego_vs_Capacity, inter_exploratory_brilliance, Feat_Strategic_Growth, Psych_Calculated_Risk",0.2
27,Kendall_gt0.15,5,ElasticNet,0.5278,0.5087,0.4106,0.0218,0.1656,0.0299265630002077,*,"{'model__l1_ratio': 0.1, 'model__alpha': 0.01}","sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",0.2
28,Kendall_gt0.20,5,ElasticNet,0.5278,0.5087,0.4106,0.0218,0.1656,0.0299265630002077,*,"{'model__l1_ratio': 0.1, 'model__alpha': 0.01}","sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",0.2
29,Spearman_gt0.30,5,Lasso,0.5281,0.509,0.4107,0.021,0.164,0.031583777374463294,*,{'model__alpha': 0.001},"sum_weighted_score, Feat_Ego_vs_Capacity, inter_exploratory_brilliance, Feat_Strategic_Growth, Psych_Calculated_Risk",0.3
30,Kendall_gt0.15,5,Lasso,0.5281,0.509,0.4107,0.021,0.164,0.03158042781518706,*,{'model__alpha': 0.001},"sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",0.2
31,Kendall_gt0.20,5,Lasso,0.5281,0.509,0.4107,0.021,0.164,0.03158042781518706,*,{'model__alpha': 0.001},"sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",0.2
32,MutualInfo_p90,8,ElasticNet,0.5297,0.509,0.4139,0.0208,0.1636,0.03195392471343183,*,"{'model__l1_ratio': 0.7, 'model__alpha': 0.01}","humility_challenging, struggle_ratio, grind_capacity, stubbornness_index, impulsive_help_ratio, hint_dependency_gravity, adaptive_learning_capacity, Psych_Calculated_Risk_Growth",0.3
33,RF_Importance_p80,16,CatBoost,0.5225,0.5097,0.4118,0.0182,0.1597,0.036337315119365894,*,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 5, 'model__iterations': 50, 'model__depth': 6}","score_velocity, engagement_persistence, carefulness_index, contemplation_index, hyper_curiosity_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, ratio_struggle_time, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_Ego_Death",6.4
34,MutualInfo_p70,24,RandomForest,0.5283,0.5096,0.4089,0.0186,0.1576,0.03892595417941624,*,"{'model__n_estimators': 100, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","humility_challenging, struggle_ratio, grind_capacity, boldness_score, engagement_persistence, stubbornness_index, impulsive_help_ratio, contemplation_index, star_efficiency, hint_dependency_gravity, frustration_breakdown_ratio, adaptive_learning_capacity, stubborn_failure_magnitude, time_diff_end_vs_start, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Ego_Death",4.3
35,Spearman_gt0.30,5,SVR_RBF,0.5272,0.5103,0.4123,0.0158,0.1557,0.04140934547786381,*,"{'model__gamma': 0.01, 'model__epsilon': 0.01, 'model__C': 0.1}","sum_weighted_score, Feat_Ego_vs_Capacity, inter_exploratory_brilliance, Feat_Strategic_Growth, Psych_Calculated_Risk",0.7
36,Kendall_gt0.15,5,SVR_RBF,0.5272,0.5103,0.4123,0.0158,0.1557,0.04140934547786381,*,"{'model__gamma': 0.01, 'model__epsilon': 0.01, 'model__C': 0.1}","sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",0.7
37,Kendall_gt0.20,5,SVR_RBF,0.5272,0.5103,0.4123,0.0158,0.1557,0.04140934547786381,*,"{'model__gamma': 0.01, 'model__epsilon': 0.01, 'model__C': 0.1}","sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",0.7
38,RF_Importance_p80,16,KNN_Regressor,0.5363,0.5161,0.4137,-0.0068,0.1512,0.04765221318069085,*,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","score_velocity, engagement_persistence, carefulness_index, contemplation_index, hyper_curiosity_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, ratio_struggle_time, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_Ego_Death",0.4
39,Pearson_gt0.15,10,PLSRegression,0.5261,0.511,0.4135,0.0131,0.1507,0.04853287486466092,*,{'model__n_components': 2},"sum_weighted_score, score_velocity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.2
40,Spearman_gt0.15,13,SVR_RBF,0.5274,0.5097,0.4115,0.0182,0.1485,0.051822725643155265,n.s.,"{'model__gamma': 'scale', 'model__epsilon': 0.5, 'model__C': 0.1}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.2
41,Kendall_gt0.10,13,SVR_RBF,0.5274,0.5097,0.4115,0.0182,0.1485,0.051822725643155265,n.s.,"{'model__gamma': 'scale', 'model__epsilon': 0.5, 'model__C': 0.1}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.0
42,MutualInfo_p90,8,Lasso,0.5295,0.5103,0.415,0.0159,0.1478,0.052971338970725805,n.s.,{'model__alpha': 0.01},"humility_challenging, struggle_ratio, grind_capacity, stubbornness_index, impulsive_help_ratio, hint_dependency_gravity, adaptive_learning_capacity, Psych_Calculated_Risk_Growth",0.2
43,Lasso_NonZero,28,SVR_RBF,0.526,0.5108,0.4078,0.0137,0.1475,0.053563130192413065,n.s.,"{'model__gamma': 'scale', 'model__epsilon': 0.5, 'model__C': 0.1}","struggle_ratio, grind_capacity, score_velocity, hint_reading_duration, hint_reliance_ratio, tuas_dominance, keypad_dominance, hesitation_penalty, hint_dependency_gravity, calculated_risk_taking, stubborn_failure_magnitude, time_diff_max_vs_avg, ratio_hint_time, inter_hint_x_skip, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, ratio_struggle_time, ratio_score_per_hint, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.8
44,RFE_Ridge_Top30,30,SVR_Linear,0.5331,0.5196,0.4144,-0.0204,0.1458,0.0564051731516758,n.s.,"{'model__epsilon': 0.5, 'model__C': 1.0}","sum_weighted_score, humility_challenging, struggle_ratio, hard_challenge_efficiency, apathy_speed, engagement_persistence, carefulness_index, time_diff_phase3_vs_phase1, ratio_hint_time, ratio_success_per_duration, ratio_redo_success, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, Psych_Ego_Awareness, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_hint_per_star, ratio_struggle_time, PCA_Performance_Star, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.7
45,Spearman_gt0.30,5,SVR_Linear,0.5302,0.5115,0.4114,0.0111,0.145,0.05768690144775191,n.s.,"{'model__epsilon': 0.5, 'model__C': 1.0}","sum_weighted_score, Feat_Ego_vs_Capacity, inter_exploratory_brilliance, Feat_Strategic_Growth, Psych_Calculated_Risk",0.3
46,Kendall_gt0.15,5,SVR_Linear,0.5302,0.5115,0.4114,0.0111,0.145,0.05768690144775151,n.s.,"{'model__epsilon': 0.5, 'model__C': 1.0}","sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",0.3
47,Kendall_gt0.20,5,SVR_Linear,0.5302,0.5115,0.4114,0.0111,0.145,0.05768690144775151,n.s.,"{'model__epsilon': 0.5, 'model__C': 1.0}","sum_weighted_score, inter_exploratory_brilliance, Feat_Strategic_Growth, Feat_Ego_vs_Capacity, Psych_Calculated_Risk",0.3
48,RF_Importance_p80,16,RandomForest,0.5257,0.5121,0.4119,0.0087,0.1449,0.057882232833958006,n.s.,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","score_velocity, engagement_persistence, carefulness_index, contemplation_index, hyper_curiosity_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, ratio_struggle_time, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_Ego_Death",4.8
49,Spearman_gt0.15,13,Ridge,0.5259,0.5106,0.4126,0.0144,0.143,0.0613803295066668,n.s.,{'model__alpha': 500.0},"sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.2
50,Kendall_gt0.10,13,Ridge,0.5259,0.5106,0.4126,0.0144,0.143,0.0613803295066668,n.s.,{'model__alpha': 500.0},"sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.2
51,MutualInfo_p80,16,ElasticNet,0.5297,0.5114,0.4141,0.0114,0.14,0.06699275051892269,n.s.,"{'model__l1_ratio': 0.7, 'model__alpha': 0.01}","humility_challenging, struggle_ratio, grind_capacity, boldness_score, engagement_persistence, stubbornness_index, impulsive_help_ratio, hint_dependency_gravity, adaptive_learning_capacity, stubborn_failure_magnitude, ratio_redo_success, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, Feat_Ego_vs_Capacity, Feat_Strategic_Growth",0.4
52,RF_Importance_med,40,CatBoost,0.5272,0.5114,0.4119,0.0117,0.14,0.06708413639460374,n.s.,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 50, 'model__depth': 4}","sum_weighted_score, score_velocity, hard_challenge_efficiency, hint_reading_duration, engagement_persistence, carefulness_index, contemplation_index, keypad_dominance, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",10.2
53,Spearman_gt0.15,13,SVR_Linear,0.5309,0.5124,0.4117,0.0076,0.1383,0.07033696625998283,n.s.,"{'model__epsilon': 0.5, 'model__C': 1.0}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.7
54,Kendall_gt0.10,13,SVR_Linear,0.5309,0.5124,0.4117,0.0076,0.1383,0.07033696625998283,n.s.,"{'model__epsilon': 0.5, 'model__C': 1.0}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.4
55,Spearman_gt0.20,1,CatBoost,0.5317,0.5114,0.416,0.0114,0.1374,0.0723224789964492,n.s.,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 50, 'model__depth': 4}",sum_weighted_score,1.4
56,Pearson_gt0.15,10,SVR_RBF,0.5263,0.5121,0.4145,0.0089,0.1364,0.0743460040850367,n.s.,"{'model__gamma': 0.01, 'model__epsilon': 0.01, 'model__C': 0.1}","sum_weighted_score, score_velocity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.8
57,RF_Importance_med,40,XGBoost,0.541,0.5207,0.4181,-0.0249,0.1363,0.07460136393624629,n.s.,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, score_velocity, hard_challenge_efficiency, hint_reading_duration, engagement_persistence, carefulness_index, contemplation_index, keypad_dominance, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",19.4
58,MutualInfo_p90,8,Ridge,0.5287,0.5118,0.4167,0.01,0.1335,0.08072630512829079,n.s.,{'model__alpha': 100.0},"humility_challenging, struggle_ratio, grind_capacity, stubbornness_index, impulsive_help_ratio, hint_dependency_gravity, adaptive_learning_capacity, Psych_Calculated_Risk_Growth",0.2
59,Spearman_gt0.15,13,HuberRegressor,0.5315,0.5138,0.4158,0.0023,0.1334,0.0810822125628333,n.s.,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.6
60,Kendall_gt0.10,13,HuberRegressor,0.5315,0.5138,0.4158,0.0023,0.1334,0.0810822125628333,n.s.,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.6
61,MutualInfo_p70,24,PLSRegression,0.5303,0.5149,0.4133,-0.0021,0.1316,0.08518575482470628,n.s.,{'model__n_components': 3},"humility_challenging, struggle_ratio, grind_capacity, boldness_score, engagement_persistence, stubbornness_index, impulsive_help_ratio, contemplation_index, star_efficiency, hint_dependency_gravity, frustration_breakdown_ratio, adaptive_learning_capacity, stubborn_failure_magnitude, time_diff_end_vs_start, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Ego_Death",0.3
62,MutualInfo_p90,8,HuberRegressor,0.5318,0.513,0.4167,0.0053,0.1315,0.08564045019713103,n.s.,"{'model__epsilon': 1.35, 'model__alpha': 0.0001}","humility_challenging, struggle_ratio, grind_capacity, stubbornness_index, impulsive_help_ratio, hint_dependency_gravity, adaptive_learning_capacity, Psych_Calculated_Risk_Growth",0.5
63,RFE_Ridge_Top30,30,SVR_RBF,0.5285,0.5118,0.4135,0.0099,0.1309,0.0869170010282323,n.s.,"{'model__gamma': 0.01, 'model__epsilon': 0.01, 'model__C': 0.1}","sum_weighted_score, humility_challenging, struggle_ratio, hard_challenge_efficiency, apathy_speed, engagement_persistence, carefulness_index, time_diff_phase3_vs_phase1, ratio_hint_time, ratio_success_per_duration, ratio_redo_success, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, Psych_Ego_Awareness, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_hint_per_star, ratio_struggle_time, PCA_Performance_Star, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_Omega_Curiosity",1.8
