,FS_Method,N_Features,ML_Model,CV_RMSE_dev,Holdout_RMSE,Holdout_MAE,Holdout_R2,Pearson_r,Pearson_p,Sig,Best_Params,Features,Time_sec
87,RF_Importance_med,40,Lasso,0.6349,0.6535,0.5286,0.0922,0.3062,0.00016224262126230676,***,{'model__alpha': 0.01},"sum_weighted_score, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Ego_Awareness, ratio_struggle_time, inter_sweet_victory, HighOrd_Star_x_Effort, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.5
88,RFE_Ridge_Top20,20,RandomForest,0.6253,0.6544,0.5302,0.0896,0.3058,0.00016542930340578826,***,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","struggle_ratio, score_velocity, hard_challenge_efficiency, apathy_speed, hint_vs_skip_ratio, carefulness_index, exploration_efficiency, ratio_hint_time, ratio_success_per_duration, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Adaptability, ratio_struggle_time, inter_ambition_vs_reality, PCA_Performance_Star, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Strategic_Growth",5.3
89,Lasso_NonZero,31,Lasso,0.6309,0.6544,0.5229,0.0898,0.3026,0.00019503491406754015,***,{'model__alpha': 0.01},"score_velocity, hint_reading_duration, keypad_dominance, hesitation_penalty, exploration_efficiency, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_end_vs_start, time_diff_max_vs_avg, inter_hint_x_skip, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Deprivation_Fixation, Psych_Impulsive_Quit, Psych_Adaptability, Psych_Adaptability_Log, ratio_hint_per_star, ratio_struggle_time, inter_ambition_vs_reality, HighOrd_Star_x_Effort, inter_obsessive_correction, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.5
90,Spearman_gt0.15,15,RandomForest,0.6294,0.6554,0.5298,0.0868,0.2996,0.00022732533074184966,***,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, adaptive_learning_capacity, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",3.9
91,MutualInfo_p70,24,Lasso,0.625,0.6553,0.5321,0.0871,0.299,0.0002338589573036786,***,{'model__alpha': 0.001},"sum_weighted_score, humility_challenging, boldness_score, hard_challenge_efficiency, delayed_gratification_hint, learning_adaptability, hyper_curiosity_index, adaptive_learning_capacity, inter_hint_x_skip, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, inter_strategic_retreat, inter_exploratory_brilliance, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
92,Kendall_gt0.10,19,SVR_Linear,0.6456,0.6577,0.5256,0.0804,0.2986,0.00023935859516728507,***,"{'model__epsilon': 0.5, 'model__C': 1.0}","sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, stubbornness_index, hint_reliance_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.7
93,MutualInfo_p70,24,Ridge,0.6243,0.6553,0.533,0.0873,0.2983,0.00024308988950568714,***,{'model__alpha': 10.0},"sum_weighted_score, humility_challenging, boldness_score, hard_challenge_efficiency, delayed_gratification_hint, learning_adaptability, hyper_curiosity_index, adaptive_learning_capacity, inter_hint_x_skip, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, inter_strategic_retreat, inter_exploratory_brilliance, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
94,MutualInfo_p70,24,ElasticNet,0.6244,0.6553,0.533,0.0871,0.2979,0.0002477027528184663,***,"{'model__l1_ratio': 0.1, 'model__alpha': 0.01}","sum_weighted_score, humility_challenging, boldness_score, hard_challenge_efficiency, delayed_gratification_hint, learning_adaptability, hyper_curiosity_index, adaptive_learning_capacity, inter_hint_x_skip, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, inter_strategic_retreat, inter_exploratory_brilliance, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.7
95,Lasso_NonZero,31,ElasticNet,0.6314,0.6564,0.5247,0.0841,0.2939,0.00030238528689401756,***,"{'model__l1_ratio': 0.7, 'model__alpha': 0.01}","score_velocity, hint_reading_duration, keypad_dominance, hesitation_penalty, exploration_efficiency, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_end_vs_start, time_diff_max_vs_avg, inter_hint_x_skip, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Deprivation_Fixation, Psych_Impulsive_Quit, Psych_Adaptability, Psych_Adaptability_Log, ratio_hint_per_star, ratio_struggle_time, inter_ambition_vs_reality, HighOrd_Star_x_Effort, inter_obsessive_correction, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.8
96,Spearman_gt0.20,8,KNN_Regressor,0.6403,0.6605,0.5341,0.0726,0.2928,0.0003190952780724809,***,"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, score_velocity, adaptive_learning_capacity, ratio_score_per_hint, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
97,RF_Importance_med,40,KNN_Regressor,0.6377,0.6585,0.5299,0.0784,0.29,0.00036679840893762475,***,"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Ego_Awareness, ratio_struggle_time, inter_sweet_victory, HighOrd_Star_x_Effort, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.7
98,RFE_Ridge_Top20,20,CatBoost,0.6242,0.6581,0.5284,0.0795,0.2891,0.0003835017584263318,***,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 100, 'model__depth': 4}","struggle_ratio, score_velocity, hard_challenge_efficiency, apathy_speed, hint_vs_skip_ratio, carefulness_index, exploration_efficiency, ratio_hint_time, ratio_success_per_duration, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Adaptability, ratio_struggle_time, inter_ambition_vs_reality, PCA_Performance_Star, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Strategic_Growth",6.3
99,MutualInfo_p70,24,SVR_RBF,0.6321,0.6615,0.5253,0.0699,0.2875,0.0004134739993932023,***,"{'model__gamma': 0.01, 'model__epsilon': 0.01, 'model__C': 0.1}","sum_weighted_score, humility_challenging, boldness_score, hard_challenge_efficiency, delayed_gratification_hint, learning_adaptability, hyper_curiosity_index, adaptive_learning_capacity, inter_hint_x_skip, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, inter_strategic_retreat, inter_exploratory_brilliance, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.1
100,MutualInfo_p70,24,PLSRegression,0.6252,0.6583,0.5364,0.0789,0.2864,0.0004364282738050145,***,{'model__n_components': 5},"sum_weighted_score, humility_challenging, boldness_score, hard_challenge_efficiency, delayed_gratification_hint, learning_adaptability, hyper_curiosity_index, adaptive_learning_capacity, inter_hint_x_skip, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, inter_strategic_retreat, inter_exploratory_brilliance, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
101,Spearman_gt0.20,8,SVR_RBF,0.6283,0.6603,0.5319,0.0731,0.2858,0.0004490596397478773,***,"{'model__gamma': 'scale', 'model__epsilon': 0.01, 'model__C': 1.0}","sum_weighted_score, score_velocity, adaptive_learning_capacity, ratio_score_per_hint, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.1
102,Pearson_gt0.15,11,XGBoost,0.6435,0.6611,0.537,0.0709,0.2851,0.0004643316555060179,***,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, Comp_Awareness_Limit, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",5.0
103,RFE_Ridge_Top20,20,PLSRegression,0.6281,0.6599,0.5191,0.0742,0.285,0.0004663786193723612,***,{'model__n_components': 3},"struggle_ratio, score_velocity, hard_challenge_efficiency, apathy_speed, hint_vs_skip_ratio, carefulness_index, exploration_efficiency, ratio_hint_time, ratio_success_per_duration, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Adaptability, ratio_struggle_time, inter_ambition_vs_reality, PCA_Performance_Star, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Strategic_Growth",0.3
104,Pearson_gt0.20,5,RandomForest,0.6321,0.661,0.5342,0.0711,0.2839,0.000491980697191922,***,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, humility_challenging, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer",4.2
105,Kendall_gt0.15,7,XGBoost,0.659,0.6624,0.5285,0.0674,0.2822,0.0005334873533701861,***,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, score_velocity, adaptive_learning_capacity, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",3.7
106,RF_Importance_p80,16,SVR_Linear,0.6448,0.661,0.5262,0.0711,0.2785,0.0006364920633044539,***,"{'model__epsilon': 0.5, 'model__C': 1.0}","sum_weighted_score, carefulness_index, contemplation_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer",0.8
107,Lasso_NonZero,31,Ridge,0.6265,0.661,0.5273,0.0712,0.2734,0.0008046976503643075,***,{'model__alpha': 100.0},"score_velocity, hint_reading_duration, keypad_dominance, hesitation_penalty, exploration_efficiency, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_end_vs_start, time_diff_max_vs_avg, inter_hint_x_skip, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Deprivation_Fixation, Psych_Impulsive_Quit, Psych_Adaptability, Psych_Adaptability_Log, ratio_hint_per_star, ratio_struggle_time, inter_ambition_vs_reality, HighOrd_Star_x_Effort, inter_obsessive_correction, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.5
108,Pearson_gt0.15,11,KNN_Regressor,0.6408,0.6624,0.5317,0.0673,0.2718,0.0008689206249092174,***,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, Comp_Awareness_Limit, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.3
109,MutualInfo_p80,16,SVR_Linear,0.6323,0.6616,0.5358,0.0696,0.2712,0.0008909491256442313,***,"{'model__epsilon': 0.1, 'model__C': 10.0}","sum_weighted_score, boldness_score, hard_challenge_efficiency, delayed_gratification_hint, hyper_curiosity_index, inter_hint_x_skip, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, inter_strategic_retreat, inter_exploratory_brilliance, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer",0.8
110,Lasso_NonZero,31,KNN_Regressor,0.6305,0.6638,0.5315,0.0635,0.2704,0.0009238874134674419,***,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","score_velocity, hint_reading_duration, keypad_dominance, hesitation_penalty, exploration_efficiency, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_end_vs_start, time_diff_max_vs_avg, inter_hint_x_skip, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Deprivation_Fixation, Psych_Impulsive_Quit, Psych_Adaptability, Psych_Adaptability_Log, ratio_hint_per_star, ratio_struggle_time, inter_ambition_vs_reality, HighOrd_Star_x_Effort, inter_obsessive_correction, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.9
111,RFE_Ridge_Top20,20,KNN_Regressor,0.634,0.6653,0.5392,0.0591,0.2682,0.0010209118998282703,**,"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 15}","struggle_ratio, score_velocity, hard_challenge_efficiency, apathy_speed, hint_vs_skip_ratio, carefulness_index, exploration_efficiency, ratio_hint_time, ratio_success_per_duration, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Adaptability, ratio_struggle_time, inter_ambition_vs_reality, PCA_Performance_Star, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Strategic_Growth",0.7
112,RF_Importance_med,40,SVR_RBF,0.6296,0.663,0.5286,0.0656,0.2652,0.0011668633087195378,**,"{'model__gamma': 0.01, 'model__epsilon': 0.01, 'model__C': 0.1}","sum_weighted_score, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Ego_Awareness, ratio_struggle_time, inter_sweet_victory, HighOrd_Star_x_Effort, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",1.8
113,Spearman_gt0.15,15,KNN_Regressor,0.6363,0.6733,0.5344,0.0362,0.263,0.0012916135028307842,**,"{'model__weights': 'distance', 'model__p': 2, 'model__n_neighbors': 10}","sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, adaptive_learning_capacity, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.4
114,Kendall_gt0.10,19,KNN_Regressor,0.6338,0.6719,0.5294,0.0403,0.2615,0.0013754940072149696,**,"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, stubbornness_index, hint_reliance_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",2.9
115,MutualInfo_p80,16,SVR_RBF,0.6256,0.6631,0.5239,0.0654,0.2614,0.0013829774801234652,**,"{'model__gamma': 0.001, 'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, boldness_score, hard_challenge_efficiency, delayed_gratification_hint, hyper_curiosity_index, inter_hint_x_skip, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, inter_strategic_retreat, inter_exploratory_brilliance, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer",1.3
116,Spearman_gt0.15,15,MLP_Regressor,0.6454,0.6706,0.5476,0.044,0.2595,0.001503853274330851,**,"{'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (64, 32), 'model__alpha': 0.01, 'model__activation': 'tanh'}","sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, adaptive_learning_capacity, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",9.0
117,Lasso_NonZero,31,PLSRegression,0.6295,0.6666,0.5324,0.0554,0.2585,0.0015737543888681667,**,{'model__n_components': 3},"score_velocity, hint_reading_duration, keypad_dominance, hesitation_penalty, exploration_efficiency, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_end_vs_start, time_diff_max_vs_avg, inter_hint_x_skip, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Deprivation_Fixation, Psych_Impulsive_Quit, Psych_Adaptability, Psych_Adaptability_Log, ratio_hint_per_star, ratio_struggle_time, inter_ambition_vs_reality, HighOrd_Star_x_Effort, inter_obsessive_correction, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.6
118,MutualInfo_p80,16,XGBoost,0.6447,0.6683,0.535,0.0505,0.2574,0.0016446754045312184,**,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, boldness_score, hard_challenge_efficiency, delayed_gratification_hint, hyper_curiosity_index, inter_hint_x_skip, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, inter_strategic_retreat, inter_exploratory_brilliance, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer",5.0
119,Pearson_gt0.20,5,KNN_Regressor,0.6339,0.6683,0.5337,0.0506,0.2541,0.0018961384319691776,**,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer",0.3
120,MutualInfo_p80,16,KNN_Regressor,0.6298,0.6669,0.5374,0.0545,0.2531,0.001982986957511825,**,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, boldness_score, hard_challenge_efficiency, delayed_gratification_hint, hyper_curiosity_index, inter_hint_x_skip, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, inter_strategic_retreat, inter_exploratory_brilliance, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer",0.4
121,RF_Importance_med,40,SVR_Linear,0.6569,0.6842,0.5503,0.0048,0.2486,0.0023990226691387472,**,"{'model__epsilon': 0.5, 'model__C': 1.0}","sum_weighted_score, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Ego_Awareness, ratio_struggle_time, inter_sweet_victory, HighOrd_Star_x_Effort, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",1.1
122,MutualInfo_p70,24,KNN_Regressor,0.6393,0.6689,0.539,0.0488,0.243,0.0030251485440671625,**,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, boldness_score, hard_challenge_efficiency, delayed_gratification_hint, learning_adaptability, hyper_curiosity_index, adaptive_learning_capacity, inter_hint_x_skip, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, inter_strategic_retreat, inter_exploratory_brilliance, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.5
123,Lasso_NonZero,31,HuberRegressor,0.6466,0.6786,0.5425,0.0211,0.238,0.0037055022510635413,**,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","score_velocity, hint_reading_duration, keypad_dominance, hesitation_penalty, exploration_efficiency, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_end_vs_start, time_diff_max_vs_avg, inter_hint_x_skip, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Deprivation_Fixation, Psych_Impulsive_Quit, Psych_Adaptability, Psych_Adaptability_Log, ratio_hint_per_star, ratio_struggle_time, inter_ambition_vs_reality, HighOrd_Star_x_Effort, inter_obsessive_correction, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",1.2
124,RFE_Ridge_Top20,20,HuberRegressor,0.6443,0.6796,0.5351,0.0183,0.2329,0.004526904599164777,**,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","struggle_ratio, score_velocity, hard_challenge_efficiency, apathy_speed, hint_vs_skip_ratio, carefulness_index, exploration_efficiency, ratio_hint_time, ratio_success_per_duration, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Adaptability, ratio_struggle_time, inter_ambition_vs_reality, PCA_Performance_Star, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Strategic_Growth",1.0
125,RFE_Ridge_Top20,20,MLP_Regressor,0.6486,0.6859,0.5499,-0.0,0.2253,0.006065267682961326,**,"{'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (128,), 'model__alpha': 0.001, 'model__activation': 'tanh'}","struggle_ratio, score_velocity, hard_challenge_efficiency, apathy_speed, hint_vs_skip_ratio, carefulness_index, exploration_efficiency, ratio_hint_time, ratio_success_per_duration, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Adaptability, ratio_struggle_time, inter_ambition_vs_reality, PCA_Performance_Star, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Strategic_Growth",11.8
126,Spearman_gt0.20,8,XGBoost,0.647,0.6781,0.5503,0.0224,0.2251,0.006116194132920809,**,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, score_velocity, adaptive_learning_capacity, ratio_score_per_hint, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",4.5
